city,lat,lng,country
"Chaabat el Leham, Aïn Temouchent",35.3361,-1.1011,Algeria
"Bellaa, Sétif",36.2,5.85,Algeria
Djanet,24.555,9.4853,Algeria
"Djebahia, Bouira",36.4764,3.7578,Algeria
"Benfreha, Oran",35.6933,-0.4192,Algeria
"Adekar Kebouche, Bejaïa",36.6833,4.6667,Algeria
"Blidet Amor, Ouargla",32.9514,5.9806,Algeria
"Zaouiet Kounta, Adrar",27.2167,-0.2,Algeria
"Ain Nouissy, Mostaganem",35.8,0.05,Algeria
"Ouled Sidi Brahim, Bouira",36.3667,3.7167,Algeria
"Ahmed Rachedi, Mila",36.4,6.1167,Algeria
"Ait Yaich, Tizi Ouzou",36.5811,4.3303,Algeria
"Iflissen, Tizi Ouzou",36.8636,4.2203,Algeria
"Mnagueur, Ouargla",33.1264,6.3519,Algeria
"Mers el Hadjad, Oran",35.7833,-0.1667,Algeria
"Bougzoul, Médéa",35.6997,2.8478,Algeria
"Sidi Ben Adda, Aïn Temouchent",35.3,-1.1833,Algeria
"Moudjbara, Djelfa",34.5037,3.4704,Algeria
"Khadra, Mostaganem",36.25,0.5667,Algeria
"Selmana, Djelfa",34.1833,3.6,Algeria
"Takerbouzt, Bouira",36.418,4.3428,Algeria
"Tarhzout, El Oued",33.4833,6.75,Algeria
"Oued Taria, Mascara",35.1167,0.0833,Algeria
"Tidjelabine, Boumerdes",36.7333,3.5,Algeria
"Megarine, Ouargla",33.1944,6.0944,Algeria
"Settara, Jijel",36.7167,6.3333,Algeria
"El Kerma, Oran",35.6167,-0.5667,Algeria
"Abadla, Béchar",31.0167,-2.7333,Algeria
"Menaa, Biskra",35.1667,6,Algeria
"Kenadsa, Béchar",31.5333,-2.4167,Algeria
"El Hachimia, Bouira",36.2333,3.8333,Algeria
"Bou Sfer, Oran",35.7108,-0.8106,Algeria
"Chahbounia, Médéa",35.55,2.6,Algeria
"Bouzina, Batna",35.2833,6.1167,Algeria
"Sidi Abd el Moumene, Mascara",35.6528,0.0139,Algeria
"Bouskene, Médéa",36.1833,3.2333,Algeria
"Oued Tlelat, Oran",35.55,-0.45,Algeria
"Ain Youcef, Tlemcen",35.05,-1.3667,Algeria
"Afir, Boumerdes",36.7676,3.7029,Algeria
"El Esnam, Bouira",36.3211,4.0139,Algeria
"Benairia, Chlef",36.35,1.3833,Algeria
"Ain Lechiakh, Aïn Defla",36.1569,2.4042,Algeria
"Ain Mouilah, Djelfa",34.75,3.4833,Algeria
"Sali, Adrar",25.9606,-0.0275,Algeria
"Bensekrane, Tlemcen",35.0667,-1.2167,Algeria
"Debbache el Hadj Douadi, Mila",36.275,6.1764,Algeria
"Mechtras, Tizi Ouzou",36.55,4,Algeria
"Nakhla, El Oued",33.2833,6.95,Algeria
"Ouzera, Médéa",36.25,2.85,Algeria
"Ziama Mansouria, Bejaïa",36.6667,5.4833,Algeria
"Gueltat Sidi Saad, Laghouat",34.3,1.95,Algeria
"El Adjiba, Bouira",36.3333,4.15,Algeria
"Ain el Assel, El Tarf",36.7864,8.3825,Algeria
"Arhribs, Tizi Ouzou",36.8022,4.3228,Algeria
"Iferhounene, Tizi Ouzou",36.5167,4.3833,Algeria
"Ain el Arbaa, Aïn Temouchent",35.4075,-0.8817,Algeria
"El Aouana, Jijel",36.7667,5.6,Algeria
"Sidi Makhlouf, Laghouat",34.1333,3.0167,Algeria
"Sidi Aoun, El Oued",33.5422,6.905,Algeria
"Hassi Fedoul, Tiaret",35.4333,2.2167,Algeria
"Yakouren, Tizi Ouzou",36.7333,4.45,Algeria
"Ain Kerma, El Tarf",36.5939,8.2011,Algeria
"Hassi el Ghella, Aïn Temouchent",35.45,-1.05,Algeria
"El Marsa, Alger",36.8111,3.2556,Algeria
"Si Mustapha, Boumerdes",36.7247,3.6153,Algeria
"Froha, Mascara",35.3,0.1333,Algeria
"Stidia, Mostaganem",35.8333,-0.3,Algeria
"Tigzirt, Tizi Ouzou",36.9,4.1167,Algeria
"Oued Cheham, Guelma",36.3833,7.7667,Algeria
"Oued Seguin, Mila",36.171,6.42,Algeria
"Aougrout, Adrar",28.7,0.3167,Algeria
"Sidi Ladjel, Djelfa",35.4333,2.5,Algeria
"Bechloul, Bouira",36.3167,4.0667,Algeria
"Tafaraoui, Oran",35.4833,-0.5167,Algeria
"Ain Roua, Sétif",36.3344,5.1806,Algeria
"El Ancor, Oran",35.6833,-0.8667,Algeria
"Dhalaa, Khenchela",35.4611,7.5472,Algeria
"Medroussa, Tiaret",35.1667,1.2,Algeria
"Sidi Baizid, Médéa",35.75,2.3833,Algeria
"Charouine, Adrar",29.0186,-0.2578,Algeria
"Teniet el Abed, Batna",35.2469,6.1906,Algeria
"Djemmorah, Biskra",35.0667,5.8333,Algeria
"Beni Ounif, Béchar",32.05,-1.25,Algeria
"Ain Tolba, Aïn Temouchent",35.2483,-1.2489,Algeria
"Galbois, Bordj Bou Arréridj",36.2,4.49,Algeria
"Ain Taghrout, Bordj Bou Arréridj",36.1289,5.0767,Algeria
"Ksar Sbahi, Oum el Bouaghi",36.0833,7.25,Algeria
"El Hamel, M’sila",35.1333,4.0833,Algeria
"Bir Ghbalou, Médéa",36.2642,3.5836,Algeria
"Tizi, Mascara",35.3167,0.0667,Algeria
"Oued Sebbah, Aïn Temouchent",35.3725,-0.8114,Algeria
"Beni Abbes, Béni Abbès",30.08,-2.1,Algeria
"Bouchagroun, Biskra",34.7217,5.4656,Algeria
"Bou Khadra, Tébessa",35.7444,8.0325,Algeria
"Sidi Namane, Boumerdes",36.7581,3.9839,Algeria
"Asfour, El Tarf",36.6667,7.9833,Algeria
"Bouhmama, Khenchela",35.2833,6.7333,Algeria
"Ain Fekan, Mascara",35.225,-0.0017,Algeria
"Bir Ben Laabed, Médéa",36.2175,3.4267,Algeria
"Rabta, Bordj Bou Arréridj",35.9167,4.75,Algeria
"Boudouaou el Bahri, Boumerdes",36.7733,3.3872,Algeria
"Bordj Okhriss, Bouira",36.0833,3.9667,Algeria
"Sidi Brahim, Sidi Bel Abbès",35.2606,-0.5675,Algeria
"Ben Nasseur, Ouargla",33.1108,6.4411,Algeria
"Bel Imour, Bordj Bou Arréridj",35.9806,4.8797,Algeria
"Bordj Zemoura, Bordj Bou Arréridj",36.2667,4.85,Algeria
"Ain Tellout, Tlemcen",34.9167,-0.9667,Algeria
"Sidi Embarek, Bordj Bou Arréridj",36.1039,4.9119,Algeria
"Jean-Mermoz, Mascara",35.5606,-0.0844,Algeria
"Benyahia Abderrahmane, Mila",36.2333,6.0167,Algeria
"Akabli, Adrar",26.7086,1.3689,Algeria
"Zelfana, Ghardaïa",32.3969,4.2261,Algeria
"Sidi Abdelaziz, Jijel",36.85,6.05,Algeria
"Ouled Rabah, Médéa",36.2833,3.1333,Algeria
"Oggaz, Mascara",35.5667,-0.2667,Algeria
"M'Chouneche, Biskra",34.95,6,Algeria
"Zerizer, El Tarf",36.7272,7.8947,Algeria
"Kouinine, El Oued",33.4,6.8333,Algeria
"Ain Naga, Biskra",34.6883,6.0886,Algeria
"Ben N'Choud, Boumerdes",36.8622,3.8806,Algeria
"Fenoughil, Adrar",27.6028,-0.3056,Algeria
"Souama, Tizi Ouzou",36.6417,4.3417,Algeria
"Tamzoura, Aïn Temouchent",35.4167,-0.65,Algeria
"Bekkaria, Tébessa",35.3722,8.2422,Algeria
"Boufatis, Oran",35.6833,-0.4167,Algeria
"Ouled Brahim, Médéa",36.2444,2.9336,Algeria
"Toudja, Bejaïa",36.75,4.9,Algeria
"Bou Nouh, Tizi Ouzou",36.5,3.9333,Algeria
"Tixter, Bordj Bou Arréridj",36.05,5.0833,Algeria
"Tamentit, Adrar",27.7672,-0.2678,Algeria
"Negrine, Tébessa",34.4833,7.5167,Algeria
"Tarmount, M’sila",35.8167,4.2833,Algeria
"Assi-Ben Okba, Oran",35.7294,-0.4658,Algeria
"Tassera, Bordj Bou Arréridj",36.0369,5.0022,Algeria
"Bordj Mokhtar, Bordj Badji Mokhtar",21.3289,0.9542,Algeria
"Lac des Oiseaux, El Tarf",36.7833,8.1167,Algeria
"Oued Essalem, Relizane",35.5833,0.9167,Algeria
"Ouled Rached, Bouira",36.2119,4.1106,Algeria
"Ain el Hadjar, Bouira",36.3333,3.8,Algeria
"Zoubiria, Médéa",36.0667,2.9,Algeria
"I-n-Amenas, Illizi",28.0408,9.5431,Algeria
"Tenedla, El Oued",33.6753,6.0339,Algeria
"Hacine, Mascara",35.4569,-0.0025,Algeria
"Abalessa, Tamanrasset",22.89,4.8472,Algeria
"Ifigha, Tizi Ouzou",36.6667,4.4167,Algeria
"Nechmeya, Annaba",36.6114,7.5133,Algeria
"Ksar Belezma, Batna",35.6756,5.9033,Algeria
"Ouled Rahou, Mostaganem",36.0069,0.5919,Algeria
"Ben Chicao, Médéa",36.1997,2.8486,Algeria
"Seddouk Oufella, Bejaïa",36.6061,4.6389,Algeria
"Bouati Mahmoud, Guelma",36.5833,7.3333,Algeria
"El Outaya, Biskra",35.0333,5.6,Algeria
"Chahana, Jijel",36.6794,5.9572,Algeria
"Boukhralfa, Bejaïa",36.6144,5.0872,Algeria
"Lichana, Biskra",34.7247,5.4325,Algeria
"Chetma, Biskra",34.85,5.8167,Algeria
"Bouaiche, Médéa",35.5528,2.3586,Algeria
"Amalou, Bejaïa",36.4778,4.6333,Algeria
"El Ghomri, Mostaganem",35.6833,0.2,Algeria
"Tamza, Khenchela",35.3167,6.8333,Algeria
"Ouled Abbes, Chlef",36.2167,1.4833,Algeria
"Tifra, Bejaïa",36.6667,4.7,Algeria
In Guezzam,19.5686,5.7722,Algeria
"I-n-Amguel, Tamanrasset",23.6936,5.1647,Algeria
Pago Pago,-14.274,-170.7046,American Samoa
Andorra la Vella,42.5,1.5,Andorra
"Sant Pere, Canillo",42.5,1.5,Andorra
Escaldes-Engordany,42.5089,1.5408,Andorra
Encamp,42.5361,1.5828,Andorra
La Massana,42.5444,1.5144,Andorra
Sant Julia de Loria,42.465,1.4911,Andorra
Canillo,42.5667,1.6,Andorra
Ordino,42.555,1.5331,Andorra
Luanda,-8.8383,13.2344,Angola
"Cacuaco, Luanda",-8.8053,13.2444,Angola
"Cazenga, Luanda",-8.8214,13.2911,Angola
"Lubango, Huíla",-14.9167,13.5,Angola
Cabinda,-5.56,12.19,Angola
Huambo,-12.7767,15.7347,Angola
Malanje,-9.5333,16.35,Angola
Benguela,-12.55,13.4167,Angola
"Cuito, Bié",-12.3833,16.9333,Angola
"Belas, Luanda",-8.9983,13.265,Angola
"Talatona, Luanda",-8.9167,13.1833,Angola
"Lobito, Benguela",-12.35,13.5464,Angola
"Saurimo, Lunda-Sul",-9.65,20.4,Angola
"Cubal, Benguela",-13.0333,14.25,Angola
"Luena, Moxico",-11.7918,19.9062,Angola
Uige,-7.6167,15.05,Angola
"Menongue, Cuando Cubango",-14.6556,17.6842,Angola
"Vila Teixeira da Silva, Huambo",-12.1958,15.8556,Angola
"Sumbe, Cuanza-Sul",-11.2053,13.8417,Angola
"Caala, Huambo",-12.85,15.55,Angola
"Gabela, Cuanza-Sul",-10.85,14.3667,Angola
"Matala, Huíla",-14.7306,15.0367,Angola
"Ndulo, Huambo",-11.4833,15.8333,Angola
"Andulo, Bié",-11.4926,16.7035,Angola
"Mocamedes, Namibe",-15.1953,12.1508,Angola
"Ganda, Benguela",-13.0167,14.6333,Angola
"Uacu Cungo, Cuanza-Sul",-11.3583,15.1194,Angola
"Barra do Dande, Bengo",-8.4728,13.3731,Angola
"Soio, Zaire",-6.1333,12.3667,Angola
"Tchitato, Lunda-Norte",-7.3667,20.8333,Angola
"Chibia, Huíla",-15.1833,13.7,Angola
"Ucu Seles, Cuanza-Sul",-11.4047,14.3006,Angola
"Cuango, Lunda-Norte",-9.1444,18.0464,Angola
"Mbanza Kongo, Zaire",-6.2678,14.2481,Angola
"Caluquembe, Huíla",-13.7833,14.6833,Angola
"Dundo, Lunda-Norte",-7.3801,20.8351,Angola
"Catumbela, Benguela",-12.4339,13.5433,Angola
"Cazanga, Cuanza-Norte",-9.3,14.95,Angola
"Caluquembe, Huíla",-13.7833,14.6833,Angola
"Catape, Huíla",-13.7667,15.0833,Angola
"Caconda, Huíla",-13.7393,15.0607,Angola
"Ebo, Cuanza-Sul",-11,14.6667,Angola
"Bocoio, Benguela",-12.45,14.15,Angola
"Quibala, Cuanza-Sul",-10.7333,14.9833,Angola
"Ndalatando, Cuanza-Norte",-9.3,14.9167,Angola
"Quipungo, Huíla",-14.8167,14.55,Angola
"Lucapa, Lunda-Norte",-8.4228,20.7392,Angola
"Maquela do Zombo, Uíge",-6.05,15.1167,Angola
"Namacunde, Cunene",-17.3,15.85,Angola
"Negage, Uíge",-7.7667,15.2667,Angola
"Porto Amboim, Cuanza-Sul",-10.7183,13.75,Angola
"Cacula, Huíla",14,29,Angola
"Quimbele, Uíge",-6.5167,16.2167,Angola
"Londuimbali, Huambo",-12.2419,15.3133,Angola
"Chicomba, Huíla",-14.1333,14.9167,Angola
"Chinguar, Bié",-12.55,16.3333,Angola
"Catabola, Bié",-12.1167,17.3,Angola
"Ondjiva, Cunene",-17.0667,15.7333,Angola
"Catchiungo, Huambo",-12.5667,16.2333,Angola
"Cassongue, Cuanza-Sul",-11.8333,15,Angola
"Quilengues, Huíla",-14.0814,14.0931,Angola
"Mungo, Huambo",-11.6667,16.1667,Angola
"Balombo, Benguela",-12.35,14.7667,Angola
"Baia Farta, Benguela",-12.6072,13.1944,Angola
"Ndjamba, Huíla",-14.7,16.0667,Angola
"Calandala, Lunda-Norte",-9.0894,15.955,Angola
"Quilenda, Cuanza-Sul",-10.6333,14.3333,Angola
"Caimbambo, Benguela",-12.9,14.0833,Angola
"Cambambe, Cuanza-Norte",-9.7586,14.5122,Angola
"Luau, Moxico",-10.7044,22.2283,Angola
"Conda, Cuanza-Sul",-11.1667,14.5,Angola
"Humpata, Huíla",-15,13.3333,Angola
"Chongoroi, Benguela",-13.5667,13.95,Angola
"Longonjo, Huambo",-12.9067,15.1864,Angola
"Mussende, Cuanza-Sul",-10.5103,16.0107,Angola
"Chibemba, Huíla",15,46,Angola
"Kuvango, Huíla",-14.4667,16.3,Angola
"Chitembo, Bié",-13.5138,16.7541,Angola
"Chitemo, Bié",-13.5167,16.7667,Angola
"Caxito, Bengo",-8.58,13.6642,Angola
"Cunhinga, Bié",-12.2333,16.7833,Angola
"Dondo, Cuanza-Norte",-9.6942,14.4228,Angola
"Xangongo, Cunene",-16.7467,14.9747,Angola
"Cahama, Cunene",-16.2833,14.3167,Angola
"Cuimba, Zaire",-6.1178,14.6172,Angola
"Sanza Pombo, Uíge",-7.3333,16,Angola
"Xa Muteba, Lunda-Norte",-9.5167,17.8167,Angola
"Damba, Uíge",-6.8833,15.0167,Angola
"Chipindo, Huíla",-13.8244,15.8,Angola
"Camabatela, Cuanza-Norte",-8.1833,15.3667,Angola
"Sungo, Cuanza-Sul",-11.2333,14.3167,Angola
"Nambuangongo, Bengo",-8.0167,14.2,Angola
"Calulo, Cuanza-Sul",-10.0007,14.901,Angola
"Camacupa, Bié",-12.0256,17.4686,Angola
"Cambundi Catembo, Malanje",-10.0756,17.5569,Angola
"Capenda Camulemba, Lunda-Norte",-9.4233,18.4328,Angola
"Cuvelai, Cunene",-15.6667,15.8,Angola
"Nova Esperanca, Uíge",-6.7333,15.9,Angola
"Cuemba, Bié",-12.15,18.0833,Angola
"PortoAlexandre, Namibe",-15.8,11.85,Angola
"Ucuma, Huambo",-12.85,15.0667,Angola
"Luquembo, Malanje",-10.7333,17.8833,Angola
"Cangola, Uíge",-7.9667,15.8667,Angola
"Cacongo, Cabinda",-5.2333,12.1333,Angola
"Tomboco, Zaire",-6.8,13.3,Angola
"Mucaba, Uíge",-7.1667,14.9333,Angola
"Cuchi, Cuando Cubango",-14.65,16.9,Angola
"Cuito Cuanavale, Cuando Cubango",-15.1667,19.1667,Angola
"Cacuso, Cuanza-Norte",-8.2377,15.3512,Angola
"Cacuso, Malanje",-9.4167,15.7333,Angola
"Puri, Uíge",-7.6833,15.6,Angola
"Quilevo, Uíge",-7.6167,15.05,Angola
"Golungo Alto, Cuanza-Norte",-9.1333,14.7667,Angola
"Muconda, Lunda-Sul",-10.6,21.3167,Angola
"Bembe, Uíge",-7.1,14.45,Angola
"Massango, Cuanza-Sul",-11.3167,14.9333,Angola
"Buco Zau, Cabinda",-4.7617,12.5419,Angola
"Virei, Namibe",-15.7167,12.95,Angola
"Cacolo, Lunda-Sul",-10.1333,19.2667,Angola
"Tchindjendje, Huambo",-12.8167,14.9333,Angola
"Mucari, Malanje",-9.4667,16.9167,Angola
"Marimba, Malanje",-8.3667,17.0167,Angola
"Dala, Lunda-Sul",-11.0342,20.2036,Angola
"Caungula, Lunda-Norte",-8.4316,18.6328,Angola
"Noqui, Zaire",-5.8681,13.4325,Angola
"Ambriz, Bengo",-7.85,13.1167,Angola
"Lucala, Bengo",-9.6333,14.0667,Angola
"Samba Cango, Malanje",-9.1,15.55,Angola
"Caombo, Malanje",-8.7,16.5167,Angola
"Quirima, Malanje",-10.9,18.0833,Angola
"Alto-Cuilo, Lunda-Sul",-10.049,19.5155,Angola
"Cuilo, Lunda-Norte",-10.05,19.5167,Angola
"Quela, Malanje",-9.3833,17.05,Angola
"Luacano, Moxico",-11.2167,21.65,Angola
"Lubalo, Lunda-Norte",-9.15,19.2833,Angola
"Quibaxi, Bengo",-8.5,14.5833,Angola
"Ambiula, Uíge",-7.4333,14.65,Angola
"Cangandala, Malanje",-9.7833,16.4333,Angola
"Quimavango, Zaire",-7.62,13.03,Angola
"Lovua, Lunda-Norte",-7.347,20.1751,Angola
"Bula Atumba, Bengo",-8.6753,14.7949,Angola
"Bolongongo, Cuanza-Norte",-8.4667,15.25,Angola
"Cunda dia Baze, Malanje",-8.9167,17.0667,Angola
"Nzeto, Zaire",-7.2333,12.8667,Angola
"Songo, Uíge",-7.3496,14.85,Angola
"Bibala, Namibe",-14.7667,13.35,Angola
"Banga, Cuanza-Norte",-8.7333,15.1667,Angola
"Quiculungo, Cuanza-Norte",-8.5167,15.3167,Angola
"Bala Cangamba, Moxico",-13.6833,19.8667,Angola
"Calenga, Bié",-11.3196,16.2,Angola
"Tchitado, Cunene",-17.3167,13.9167,Angola
"Cazombo, Moxico",-11.9,22.9,Angola
The Valley,18.2208,-63.0517,Anguilla
"Saint John's, Saint John",17.1167,-61.85,Antigua and Barbuda
"Buenos Aires, Buenos Aires, Ciudad Autónoma de",-34.6036,-58.3814,Argentina
Cordoba,-31.4167,-64.1833,Argentina
"Rosario, Santa Fe",-32.9575,-60.6394,Argentina
Santiago del Estero,-27.7833,-64.2667,Argentina
"La Plata, Buenos Aires",-34.9211,-57.9544,Argentina
"Mar del Plata, Buenos Aires",-38,-57.55,Argentina
"San Miguel de Tucuman, Tucumán",-26.8167,-65.2167,Argentina
Salta,-24.7833,-65.4167,Argentina
San Juan,-31.5342,-68.5261,Argentina
"Lanus, Buenos Aires",-34.7,-58.4,Argentina
Santa Fe,-31.6333,-60.7,Argentina
Corrientes,-27.4833,-58.8167,Argentina
"San Salvador de Jujuy, Jujuy",-24.1833,-65.3,Argentina
"Bahia Blanca, Buenos Aires",-38.7167,-62.2667,Argentina
"Resistencia, Chaco",-27.4514,-58.9867,Argentina
Neuquen,-38.9525,-68.0642,Argentina
"Posadas, Misiones",-27.3667,-55.9,Argentina
"Parana, Entre Ríos",-31.7331,-60.5297,Argentina
"Quilmes, Buenos Aires",-34.7167,-58.2667,Argentina
"Merlo, Buenos Aires",-34.6653,-58.7275,Argentina
"Gonzalez Catan, Buenos Aires",-34.7667,-58.6167,Argentina
Formosa,-26.1833,-58.1833,Argentina
"Banfield, Buenos Aires",-34.75,-58.3833,Argentina
"Jose C. Paz, Buenos Aires",-34.5167,-58.7667,Argentina
"San Rafael, Mendoza",-34.6,-68.3333,Argentina
"Comodoro Rivadavia, Chubut",-45.8647,-67.4808,Argentina
"Rio Cuarto, Córdoba",-33.1333,-64.35,Argentina
"Concordia, Entre Ríos",-31.4,-58.0333,Argentina
"San Lorenzo, Santa Fe",-32.75,-60.7333,Argentina
"Godoy Cruz, Mendoza",-32.9167,-68.8333,Argentina
"Isidro Casanova, Buenos Aires",-34.7,-58.5833,Argentina
"Las Heras, Mendoza",-32.85,-68.8167,Argentina
La Rioja,-29.4125,-66.8542,Argentina
"Berazategui, Buenos Aires",-34.7167,-58.25,Argentina
"Hurlingham, Buenos Aires",-34.6,-58.6333,Argentina
San Luis,-33.3,-66.3333,Argentina
"San Fernando, Buenos Aires",-34.45,-58.5667,Argentina
"Jose Maria Ezeiza, Buenos Aires",-34.8333,-58.5167,Argentina
"San Nicolas de los Arroyos, Buenos Aires",-33.3333,-60.2167,Argentina
Catamarca,-28.4667,-65.7833,Argentina
"San Miguel, Buenos Aires",-34.5333,-58.7167,Argentina
"Rafael Castillo, Buenos Aires",-34.7167,-58.6167,Argentina
"Florencio Varela, Buenos Aires",-34.8167,-58.2833,Argentina
"San Justo, Buenos Aires",-34.6833,-58.55,Argentina
"Villa Mercedes, San Luis",-33.6667,-65.4667,Argentina
"Ituzaingo, Buenos Aires",-34.6667,-58.6667,Argentina
"Temperley, Buenos Aires",-34.7667,-58.3833,Argentina
"Ramos Mejia, Buenos Aires",-34.65,-58.5667,Argentina
"Puerto Madryn, Chubut",-42.7667,-65.05,Argentina
Mendoza,-32.8897,-68.8444,Argentina
"San Carlos de Bariloche, Río Negro",-41.15,-71.3,Argentina
"Lomas de Zamora, Buenos Aires",-34.7667,-58.4,Argentina
"Bernal, Buenos Aires",-34.7,-58.2833,Argentina
"Esteban Echeverria, Buenos Aires",-34.8167,-58.4667,Argentina
"Gualeguaychu, Entre Ríos",-33.0167,-58.5167,Argentina
"Zarate, Buenos Aires",-34.0833,-59.0333,Argentina
"Castelar, Buenos Aires",-34.6667,-58.6667,Argentina
"Villa Krause, San Juan",-31.5833,-68.5333,Argentina
"Lujan, Buenos Aires",-34.5667,-59.1,Argentina
"Maipu, Mendoza",-32.9667,-68.75,Argentina
"La Banda, Santiago del Estero",-27.7333,-64.25,Argentina
"Cipolletti, Río Negro",-38.9333,-67.9833,Argentina
"Pergamino, Buenos Aires",-33.8833,-60.5667,Argentina
"Santa Rosa, La Pampa",-36.6167,-64.2833,Argentina
"Presidencia Roque Saenz Pena, Chaco",-26.7833,-60.45,Argentina
"Concepcion del Uruguay, Entre Ríos",-32.4833,-58.2333,Argentina
"Libertad, Buenos Aires",-34.6833,-58.6833,Argentina
"Moron, Buenos Aires",-34.65,-58.6167,Argentina
"Burzaco, Buenos Aires",-34.8167,-58.3667,Argentina
"Rio Grande, Tierra del Fuego, Antártida e Islas del Atlántico Sur",-53.7833,-67.7,Argentina
"Trelew, Chubut",-43.25,-65.3,Argentina
"Rio Gallegos, Santa Cruz",-51.6233,-69.2161,Argentina
"Caseros, Buenos Aires",-34.6106,-58.5625,Argentina
"Villa Luzuriaga, Buenos Aires",-34.6667,-58.5833,Argentina
"Ciudad General Belgrano, Buenos Aires",-34.7167,-58.5333,Argentina
"Rafaela, Santa Fe",-31.2667,-61.4833,Argentina
"San Francisco Solano, Buenos Aires",-34.7667,-58.3167,Argentina
"Necochea, Buenos Aires",-38.55,-58.7333,Argentina
"Olavarria, Buenos Aires",-36.9,-60.3333,Argentina
"Villa Maria, Córdoba",-32.4103,-63.2314,Argentina
"Berisso, Buenos Aires",-34.8728,-57.8858,Argentina
"Chimbas, San Juan",-31.5,-68.5319,Argentina
"Campana, Buenos Aires",-34.1667,-58.9167,Argentina
"Junin, Buenos Aires",-34.5833,-60.95,Argentina
"General Rodriguez, Buenos Aires",-34.6167,-58.95,Argentina
"Grand Bourg, Buenos Aires",-34.4833,-58.7167,Argentina
"Monte Chingolo, Buenos Aires",-34.7333,-58.35,Argentina
"Venado Tuerto, Santa Fe",-33.75,-61.9667,Argentina
"Ushuaia, Tierra del Fuego, Antártida e Islas del Atlántico Sur",-54.8019,-68.3031,Argentina
"Rivadavia, San Juan",-31.5303,-68.5947,Argentina
"Rivadavia, Mendoza",-33.1833,-68.4667,Argentina
"Puerto Iguazu, Misiones",-25.6,-54.5667,Argentina
"Remedios de Escalada, Buenos Aires",-34.7167,-58.4,Argentina
"Pilar, Buenos Aires",-34.45,-58.9167,Argentina
"Gobernador Galvez, Santa Fe",-33.0256,-60.6336,Argentina
"Ezpeleta, Buenos Aires",-34.7517,-58.2344,Argentina
"San Martin, Mendoza",-33.0806,-68.4706,Argentina
"Villa Celina, Buenos Aires, Ciudad Autónoma de",-34.7167,-58.4833,Argentina
"San Ramon de la Nueva Oran, Salta",-23.1333,-64.3333,Argentina
"San Pedro, Buenos Aires",-33.6792,-59.6669,Argentina
"Villa Carlos Paz, Córdoba",-31.4,-64.5167,Argentina
"La Paz, Entre Ríos",-30.75,-59.65,Argentina
"Reconquista, Santa Fe",-29.2333,-59.9333,Argentina
"Ciudadela, Buenos Aires",-34.6333,-58.5333,Argentina
"Lujan de Cuyo, Mendoza",-32.998,-68.873,Argentina
"Goya, Corrientes",-29.1333,-59.25,Argentina
"Bella Vista, Buenos Aires",-34.5333,-58.6667,Argentina
"Lomas del Mirador, Buenos Aires",-34.6667,-58.5297,Argentina
"Obera, Misiones",-27.4833,-55.1333,Argentina
"Wilde, Buenos Aires",-34.7,-58.3167,Argentina
"Martinez, Buenos Aires",-34.4833,-58.5,Argentina
"Santo Tome, Santa Fe",-31.6667,-60.7667,Argentina
"Don Torcuato, Buenos Aires",-34.5,-58.6167,Argentina
"Tigre, Buenos Aires",-34.5,-58.6167,Argentina
"Gerli, Buenos Aires",-34.6833,-58.3667,Argentina
"Pirane, Formosa",-25.7328,-59.11,Argentina
"Ensenada Berisso, Buenos Aires",-34.8667,-57.9,Argentina
"Mercedes, Buenos Aires",-34.65,-59.4333,Argentina
"Banda del Rio Sali, Tucumán",-26.85,-65.1667,Argentina
"Tartagal, Salta",-22.5,-63.8333,Argentina
"Tres Arroyos, Buenos Aires",-38.3667,-60.2667,Argentina
"Villa Dominico, Buenos Aires",-34.6917,-58.3333,Argentina
"San Francisco, Córdoba",-31.4356,-62.0714,Argentina
"Los Polvorines, Buenos Aires",-34.5,-58.7,Argentina
"Sarandi, Buenos Aires",-34.6833,-58.3333,Argentina
"Viedma, Río Negro",-40.8,-63,Argentina
"Garin, Buenos Aires",-34.4167,-58.75,Argentina
"El Palomar, Buenos Aires",-34.6167,-58.5833,Argentina
"Beccar, Buenos Aires",-34.4667,-58.5167,Argentina
"San Pedro, Jujuy",-24.2196,-64.87,Argentina
"Punta Alta, Buenos Aires",-38.88,-62.075,Argentina
"Chivilcoy, Buenos Aires",-34.9,-60.0167,Argentina
"Glew, Buenos Aires",-34.8833,-58.3833,Argentina
"General Pico, La Pampa",-35.6667,-63.7333,Argentina
"Eldorado, Misiones",-26.4,-54.6333,Argentina
"Rafael Calzada, Buenos Aires",-34.7833,-58.3667,Argentina
"Azul, Buenos Aires",-36.7833,-59.85,Argentina
"Barranqueras, Chaco",-27.4833,-58.9333,Argentina
"Belen de Escobar, Buenos Aires",-34.3333,-58.8167,Argentina
"Ensenada, Buenos Aires",-34.8644,-57.9103,Argentina
"Mariano Acosta, Buenos Aires",-34.7167,-58.7833,Argentina
"Guernica, Buenos Aires",-34.9167,-58.3833,Argentina
"Plottier, Neuquén",-38.95,-68.2333,Argentina
"Caleta Olivia, Santa Cruz",-46.4333,-67.5333,Argentina
"El Talar de Pacheco, Buenos Aires",-34.4719,-58.655,Argentina
"Palpala, Jujuy",-24.25,-65.1167,Argentina
"Yerba Buena, Tucumán",-26.8167,-65.3167,Argentina
"Concepcion, Tucumán",-27.3333,-65.5833,Argentina
